name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Honda City,2010,107000.0,74161,Diesel,Dealer,Automatic,Second Owner,18.56 kmpl,1007 CC,90.26 bhp,152Nm@ 2662rpm,8
Ford Ecosport,2022,322600.0,50917,Petrol,Trustmark Dealer,Manual,Second Owner,19.83 kmpl,1098 CC,90.01 bhp,111Nm@ 1507rpm,8
Toyota Innova,2019,247500.0,79568,Petrol,Trustmark Dealer,Manual,Third Owner,13.65 kmpl,1641 CC,122.39 bhp,203Nm@ 3718rpm,7
Ford Ecosport,2014,137400.0,138881,Petrol,Individual,Manual,First Owner,18.0 kmpl,1512 CC,77.72 bhp,104Nm@ 2166rpm,5
Hyundai i20,2023,172500.0,194355,Petrol,Dealer,Manual,First Owner,15.54 kmpl,904 CC,52.3 bhp,224Nm@ 2605rpm,5
Toyota Innova,2005,83800.0,119147,Petrol,Individual,Manual,First Owner,16.49 kmpl,1457 CC,114.3 bhp,156Nm@ 2150rpm,5
Skoda Octavia,2023,425300.0,8144,Petrol,Individual,Manual,Third Owner,16.36 kmpl,1243 CC,121.79 bhp,64Nm@ 2891rpm,7
Honda City,2020,288600.0,71181,Diesel,Individual,Automatic,First Owner,20.69 kmpl,1345 CC,75.9 bhp,224Nm@ 1789rpm,7
BMW 3 Series,2021,748900.0,17749,Diesel,Individual,Manual,Second Owner,14.96 kmpl,2564 CC,260.51 bhp,106Nm@ 1711rpm,8
Honda City,2023,233600.0,110744,Petrol,Individual,Manual,Second Owner,16.64 kmpl,922 CC,67.58 bhp,67Nm@ 2545rpm,5
Ford Ecosport,2012,106300.0,95055,Petrol,Dealer,Manual,Second Owner,20.04 kmpl,1206 CC,83.01 bhp,189Nm@ 3983rpm,4
BMW 3 Series,2009,243800.0,129166,Petrol,Individual,Automatic,Second Owner,11.13 kmpl,2916 CC,274.93 bhp,163Nm@ 1666rpm,5
BMW 3 Series,2021,667200.0,67112,Petrol,Individual,Manual,Second Owner,12.62 kmpl,2558 CC,288.14 bhp,139Nm@ 3067rpm,5
Toyota Innova,2022,438600.0,84961,Petrol,Dealer,Manual,Second Owner,17.32 kmpl,1790 CC,117.29 bhp,60Nm@ 2976rpm,5
Mahindra XUV500,2012,91400.0,133220,Petrol,Individual,Manual,Third Owner,17.42 kmpl,1104 CC,80.39 bhp,172Nm@ 2339rpm,5
Tata Nexon,2018,151100.0,130905,Petrol,Dealer,Manual,Second Owner,25.16 kmpl,1106 CC,71.83 bhp,88Nm@ 2924rpm,5
Mahindra XUV500,2005,54400.0,179317,Petrol,Individual,Manual,First Owner,18.44 kmpl,1447 CC,75.92 bhp,119Nm@ 3836rpm,5
Toyota Innova,2011,127800.0,78508,Diesel,Dealer,Manual,First Owner,19.85 kmpl,1312 CC,92.12 bhp,151Nm@ 3564rpm,8
Hyundai i20,2010,69100.0,137585,Petrol,Individual,Manual,First Owner,20.04 kmpl,762 CC,62.93 bhp,252Nm@ 3037rpm,7
Skoda Octavia,2014,204700.0,79390,Petrol,Individual,Automatic,First Owner,19.95 kmpl,1660 CC,95.82 bhp,156Nm@ 2657rpm,5
Audi A4,2013,272700.0,140657,Diesel,Individual,Manual,Third Owner,18.61 kmpl,2810 CC,265.11 bhp,249Nm@ 1524rpm,5
Maruti Swift,2021,258700.0,101742,Petrol,Trustmark Dealer,Manual,Second Owner,19.51 kmpl,1184 CC,70.46 bhp,148Nm@ 3318rpm,5
Mahindra XUV500,2022,401300.0,83885,Petrol,Individual,Manual,First Owner,17.89 kmpl,1549 CC,114.06 bhp,198Nm@ 3586rpm,7
Maruti Swift,2019,248700.0,60568,Diesel,Individual,Manual,First Owner,17.93 kmpl,1036 CC,82.31 bhp,174Nm@ 1774rpm,7
Toyota Innova,2017,323400.0,79403,Petrol,Individual,Automatic,First Owner,22.26 kmpl,1335 CC,139.19 bhp,114Nm@ 3217rpm,5
Ford Ecosport,2013,114900.0,146976,Petrol,Dealer,Manual,First Owner,18.65 kmpl,1169 CC,74.24 bhp,239Nm@ 2728rpm,5
Toyota Innova,2011,129300.0,119515,Petrol,Individual,Manual,First Owner,16.22 kmpl,1162 CC,129.34 bhp,182Nm@ 3850rpm,5
Toyota Innova,2023,415700.0,60404,Diesel,Individual,Manual,First Owner,16.45 kmpl,1144 CC,97.31 bhp,109Nm@ 2066rpm,7
Ford Ecosport,2008,60300.0,83484,Diesel,Individual,Manual,Third Owner,23.7 kmpl,1154 CC,49.08 bhp,130Nm@ 3961rpm,7
BMW 3 Series,2013,356900.0,128577,Diesel,Dealer,Manual,First Owner,11.22 kmpl,2895 CC,273.78 bhp,133Nm@ 3173rpm,5
Honda City,2008,81700.0,123080,Diesel,Individual,Manual,First Owner,18.34 kmpl,1332 CC,69.58 bhp,147Nm@ 1518rpm,5
Honda City,2014,129100.0,160141,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1084 CC,110.4 bhp,171Nm@ 3564rpm,7
Tata Nexon,2017,203900.0,126045,Diesel,Individual,Manual,First Owner,18.65 kmpl,1617 CC,64.75 bhp,84Nm@ 3572rpm,7
Mahindra XUV500,2013,138600.0,155557,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1152 CC,114.79 bhp,101Nm@ 2041rpm,5
BMW 3 Series,2012,220800.0,69164,Petrol,Dealer,Manual,Fourth & Above Owner,13.74 kmpl,2857 CC,216.29 bhp,145Nm@ 1502rpm,8
Mahindra XUV500,2018,228000.0,70147,Diesel,Individual,Manual,Second Owner,18.45 kmpl,1330 CC,76.27 bhp,166Nm@ 3455rpm,5
Skoda Octavia,2013,159000.0,160880,Petrol,Dealer,Manual,First Owner,19.89 kmpl,1521 CC,128.13 bhp,123Nm@ 1719rpm,7
Mahindra XUV500,2021,354600.0,102374,Diesel,Dealer,Automatic,First Owner,14.6 kmpl,1041 CC,109.25 bhp,101Nm@ 2115rpm,5
BMW 3 Series,2012,249100.0,152187,Petrol,Dealer,Manual,Second Owner,14.86 kmpl,2491 CC,263.61 bhp,183Nm@ 2892rpm,5
Mahindra XUV500,2019,235400.0,134195,Diesel,Individual,Manual,First Owner,21.18 kmpl,1379 CC,74.04 bhp,140Nm@ 2337rpm,7
Skoda Octavia,2009,118600.0,105548,Diesel,Individual,Manual,First Owner,20.01 kmpl,1503 CC,110.58 bhp,68Nm@ 1954rpm,7
Skoda Octavia,2017,240800.0,107727,Diesel,Individual,Manual,First Owner,19.59 kmpl,1458 CC,114.43 bhp,144Nm@ 3404rpm,7
Honda City,2015,171100.0,146517,Petrol,Individual,Manual,First Owner,17.56 kmpl,1359 CC,90.87 bhp,173Nm@ 2014rpm,4
Ford Ecosport,2014,179800.0,84695,Petrol,Dealer,Manual,First Owner,18.85 kmpl,1423 CC,109.54 bhp,60Nm@ 2838rpm,7
Ford Ecosport,2023,412600.0,61463,Petrol,Individual,Automatic,First Owner,10.57 kmpl,1280 CC,76.1 bhp,162Nm@ 2948rpm,5
BMW 3 Series,2013,314700.0,115330,Petrol,Dealer,Manual,First Owner,11.75 kmpl,2718 CC,251.99 bhp,139Nm@ 2819rpm,5
Mahindra XUV500,2010,121400.0,89690,Diesel,Individual,Manual,First Owner,28.19 kmpl,1230 CC,104.81 bhp,122Nm@ 2552rpm,5
Skoda Octavia,2021,248700.0,112604,Petrol,Dealer,Manual,Third Owner,19.43 kmpl,1273 CC,108.42 bhp,203Nm@ 1678rpm,7
Toyota Innova,2009,108300.0,136860,CNG,Individual,Manual,First Owner,20.75 kmpl,1310 CC,114.2 bhp,170Nm@ 2424rpm,8
Honda City,2018,172500.0,68680,Diesel,Individual,Manual,First Owner,18.82 kmpl,752 CC,74.49 bhp,77Nm@ 2361rpm,7
Skoda Octavia,2014,149000.0,81050,Petrol,Individual,Manual,Second Owner,14.75 kmpl,1224 CC,91.34 bhp,60Nm@ 3511rpm,7
Ford Ecosport,2010,85800.0,99305,Diesel,Individual,Manual,Third Owner,22.38 kmpl,1155 CC,80.86 bhp,90Nm@ 1725rpm,5
BMW 3 Series,2017,518300.0,118047,LPG,Dealer,Manual,First Owner,8.0 kmpl,2734 CC,244.41 bhp,60Nm@ 3748rpm,7
Mahindra XUV500,2023,470700.0,43948,Petrol,Individual,Manual,First Owner,19.99 kmpl,1385 CC,93.81 bhp,152Nm@ 3112rpm,7
BMW 3 Series,2018,596500.0,48835,Petrol,Individual,Manual,First Owner,15.98 kmpl,2441 CC,264.36 bhp,113Nm@ 2219rpm,5
Mahindra XUV500,2010,100300.0,126362,Diesel,Individual,Manual,First Owner,20.34 kmpl,1223 CC,80.66 bhp,118Nm@ 2650rpm,7
BMW 3 Series,2011,223400.0,172287,Petrol,Dealer,Manual,First Owner,15.58 kmpl,2546 CC,246.85 bhp,111Nm@ 2851rpm,5
Hyundai i20,2017,195200.0,100973,Petrol,Dealer,Manual,First Owner,21.65 kmpl,1069 CC,77.36 bhp,154Nm@ 2370rpm,7
Hyundai i20,2018,194600.0,78524,Diesel,Individual,Manual,First Owner,21.08 kmpl,1075 CC,65.61 bhp,110Nm@ 3215rpm,5
Maruti Swift,2013,98400.0,101939,Diesel,Individual,Manual,First Owner,20.86 kmpl,786 CC,64.94 bhp,101Nm@ 2844rpm,7
Skoda Octavia,2014,154000.0,158019,Diesel,Dealer,Manual,Second Owner,16.8 kmpl,1455 CC,106.95 bhp,155Nm@ 2756rpm,5
Maruti Swift,2007,69100.0,77428,Diesel,Individual,Manual,Second Owner,18.03 kmpl,1239 CC,76.17 bhp,202Nm@ 1792rpm,5
Honda City,2008,54100.0,155700,Diesel,Individual,Manual,First Owner,18.62 kmpl,930 CC,52.39 bhp,107Nm@ 3219rpm,7
Maruti Swift,2014,75700.0,142879,CNG,Individual,Manual,Third Owner,18.6 kmpl,964 CC,42.78 bhp,146Nm@ 3102rpm,5
Audi A4,2014,390800.0,117250,Diesel,Individual,Manual,First Owner,16.18 kmpl,2921 CC,258.29 bhp,193Nm@ 1933rpm,5
Toyota Innova,2016,188600.0,90544,Petrol,Individual,Manual,First Owner,20.07 kmpl,1247 CC,88.87 bhp,171Nm@ 2383rpm,7
Mahindra XUV500,2019,230700.0,115151,Petrol,Individual,Manual,First Owner,23.12 kmpl,1017 CC,96.16 bhp,263Nm@ 3685rpm,7
BMW 3 Series,2021,770300.0,73672,Petrol,Individual,Manual,First Owner,13.08 kmpl,2734 CC,247.46 bhp,161Nm@ 1859rpm,5
Honda City,2015,102000.0,70682,Diesel,Individual,Manual,Third Owner,19.59 kmpl,711 CC,68.52 bhp,157Nm@ 2962rpm,5
Mahindra XUV500,2012,124900.0,117048,Diesel,Dealer,Automatic,Second Owner,19.59 kmpl,1102 CC,99.64 bhp,78Nm@ 1665rpm,5
Maruti Swift,2020,122900.0,127183,Diesel,Individual,Manual,Second Owner,19.81 kmpl,741 CC,35.0 bhp,161Nm@ 3453rpm,5
Audi A4,2019,719400.0,908,Diesel,Dealer,Automatic,Second Owner,12.03 kmpl,2631 CC,262.56 bhp,166Nm@ 2503rpm,5
Honda City,2021,327700.0,37160,Petrol,Trustmark Dealer,Manual,First Owner,21.38 kmpl,1275 CC,79.31 bhp,245Nm@ 2651rpm,8
Ford Ecosport,2020,248200.0,59303,Petrol,Individual,Automatic,First Owner,16.53 kmpl,1112 CC,58.67 bhp,132Nm@ 1670rpm,7
BMW 3 Series,2011,274800.0,132374,CNG,Dealer,Manual,Second Owner,13.23 kmpl,2992 CC,251.58 bhp,106Nm@ 1670rpm,5
Tata Nexon,2009,77600.0,114113,Petrol,Individual,Manual,First Owner,18.56 kmpl,748 CC,86.86 bhp,170Nm@ 1946rpm,7
Honda City,2014,130200.0,104693,Petrol,Individual,Manual,Second Owner,20.62 kmpl,1066 CC,90.13 bhp,154Nm@ 2098rpm,7
Maruti Swift,2022,224400.0,91522,Diesel,Individual,Manual,First Owner,16.54 kmpl,834 CC,54.92 bhp,173Nm@ 2516rpm,5
Audi A4,2013,342200.0,91727,Diesel,Dealer,Automatic,First Owner,13.33 kmpl,2519 CC,245.48 bhp,126Nm@ 3278rpm,5
Hyundai i20,2007,60500.0,138543,Diesel,Dealer,Manual,First Owner,18.69 kmpl,700 CC,84.81 bhp,60Nm@ 3830rpm,8
Skoda Octavia,2011,116200.0,121385,Diesel,Individual,Manual,First Owner,15.33 kmpl,1167 CC,89.23 bhp,63Nm@ 3947rpm,5
Audi A4,2011,279200.0,119617,Diesel,Individual,Manual,First Owner,12.03 kmpl,2750 CC,242.21 bhp,113Nm@ 3183rpm,7
BMW 3 Series,2010,240600.0,87439,Diesel,Individual,Manual,Second Owner,8.79 kmpl,2915 CC,251.32 bhp,74Nm@ 2340rpm,5
Tata Nexon,2023,293200.0,20662,Petrol,Dealer,Manual,Second Owner,17.85 kmpl,872 CC,76.47 bhp,234Nm@ 3325rpm,7
Audi A4,2013,258100.0,143253,Petrol,Individual,Manual,Second Owner,19.49 kmpl,2392 CC,231.8 bhp,218Nm@ 3970rpm,5
Ford Ecosport,2015,110900.0,80959,Diesel,Dealer,Manual,First Owner,18.18 kmpl,919 CC,35.0 bhp,220Nm@ 2909rpm,5
Audi A4,2008,204000.0,116141,Petrol,Individual,Manual,Second Owner,16.68 kmpl,2355 CC,287.42 bhp,105Nm@ 1943rpm,5
Audi A4,2012,301400.0,156617,Petrol,Individual,Manual,First Owner,10.19 kmpl,2774 CC,249.58 bhp,60Nm@ 2087rpm,5
Audi A4,2013,313100.0,153832,Petrol,Individual,Manual,Second Owner,15.43 kmpl,2688 CC,286.84 bhp,124Nm@ 2026rpm,7
Ford Ecosport,2011,71700.0,92942,Diesel,Dealer,Manual,Third Owner,19.36 kmpl,879 CC,77.24 bhp,163Nm@ 2879rpm,7
Skoda Octavia,2005,69200.0,157081,Petrol,Individual,Manual,First Owner,21.95 kmpl,1262 CC,113.39 bhp,116Nm@ 3943rpm,5
Maruti Swift,2017,162400.0,103080,Petrol,Individual,Manual,First Owner,19.28 kmpl,957 CC,71.75 bhp,188Nm@ 2768rpm,5
Honda City,2021,313500.0,39674,Diesel,Dealer,Automatic,Second Owner,19.89 kmpl,1117 CC,95.29 bhp,243Nm@ 2336rpm,7
BMW 3 Series,2012,362500.0,106098,Diesel,Individual,Automatic,First Owner,12.14 kmpl,2913 CC,261.37 bhp,226Nm@ 3605rpm,8
Ford Ecosport,2019,281200.0,83761,Petrol,Individual,Manual,First Owner,13.34 kmpl,1261 CC,99.53 bhp,60Nm@ 3202rpm,5
Toyota Innova,2023,415200.0,133641,Petrol,Individual,Manual,First Owner,18.28 kmpl,1831 CC,101.92 bhp,132Nm@ 2357rpm,7
Honda City,2015,144700.0,136249,Petrol,Dealer,Automatic,First Owner,17.1 kmpl,1168 CC,78.73 bhp,109Nm@ 3407rpm,5
Mahindra XUV500,2021,361500.0,109271,Petrol,Individual,Manual,First Owner,19.72 kmpl,1096 CC,125.79 bhp,180Nm@ 3152rpm,5
Ford Ecosport,2018,141000.0,103209,CNG,Dealer,Manual,Fourth & Above Owner,19.88 kmpl,1218 CC,84.23 bhp,91Nm@ 3524rpm,7
Tata Nexon,2017,153100.0,103630,CNG,Individual,Manual,First Owner,16.42 kmpl,842 CC,81.76 bhp,80Nm@ 3626rpm,7
Skoda Octavia,2023,357200.0,43620,Diesel,Individual,Manual,Second Owner,25.3 kmpl,1247 CC,99.87 bhp,160Nm@ 2241rpm,5
Toyota Innova,2005,99200.0,134206,Diesel,Dealer,Manual,First Owner,15.39 kmpl,1847 CC,135.0 bhp,60Nm@ 3839rpm,7
Hyundai i20,2015,124800.0,134157,Diesel,Individual,Manual,First Owner,20.35 kmpl,1315 CC,41.59 bhp,222Nm@ 2801rpm,5
Hyundai i20,2016,133400.0,91917,Diesel,Individual,Manual,First Owner,21.98 kmpl,1229 CC,38.69 bhp,60Nm@ 2880rpm,7
BMW 3 Series,2014,352100.0,156270,CNG,Individual,Automatic,First Owner,13.75 kmpl,2582 CC,272.66 bhp,269Nm@ 1671rpm,5
Mahindra XUV500,2022,334200.0,105425,Diesel,Individual,Manual,First Owner,19.62 kmpl,1285 CC,99.61 bhp,218Nm@ 3569rpm,5
Hyundai i20,2016,94800.0,98001,Diesel,Individual,Manual,Third Owner,22.13 kmpl,861 CC,44.73 bhp,125Nm@ 3963rpm,4
Ford Ecosport,2009,77700.0,132934,Diesel,Dealer,Manual,First Owner,24.12 kmpl,1015 CC,75.22 bhp,117Nm@ 2088rpm,5
Honda City,2007,83000.0,174106,Diesel,Individual,Manual,First Owner,18.23 kmpl,1432 CC,109.89 bhp,182Nm@ 2516rpm,7
Tata Nexon,2019,251500.0,109292,Petrol,Individual,Manual,First Owner,20.93 kmpl,861 CC,115.27 bhp,188Nm@ 1919rpm,5
BMW 3 Series,2015,362800.0,142697,Diesel,Trustmark Dealer,Manual,First Owner,16.77 kmpl,2507 CC,267.54 bhp,218Nm@ 3684rpm,5
Skoda Octavia,2005,61300.0,162515,Diesel,Individual,Manual,First Owner,18.81 kmpl,1054 CC,112.85 bhp,130Nm@ 2087rpm,5
Hyundai i20,2019,124400.0,129322,LPG,Individual,Automatic,Third Owner,18.05 kmpl,821 CC,41.79 bhp,114Nm@ 1938rpm,5
Maruti Swift,2023,329400.0,45393,Diesel,Trustmark Dealer,Automatic,Second Owner,20.12 kmpl,1293 CC,53.22 bhp,109Nm@ 1918rpm,7
Skoda Octavia,2016,203500.0,117799,Diesel,Individual,Manual,First Owner,23.53 kmpl,1521 CC,91.48 bhp,189Nm@ 3378rpm,7
Maruti Swift,2011,89500.0,193354,Diesel,Dealer,Manual,First Owner,24.78 kmpl,966 CC,81.77 bhp,186Nm@ 1795rpm,5
Maruti Swift,2009,67900.0,95506,Diesel,Individual,Automatic,First Owner,21.7 kmpl,845 CC,50.83 bhp,162Nm@ 2748rpm,5
Skoda Octavia,2023,486500.0,101840,Diesel,Individual,Automatic,First Owner,25.0 kmpl,1494 CC,108.01 bhp,132Nm@ 2027rpm,5
Mahindra XUV500,2023,411300.0,43042,Diesel,Individual,Manual,First Owner,15.49 kmpl,1602 CC,72.8 bhp,183Nm@ 2533rpm,5
BMW 3 Series,2022,882300.0,50834,Petrol,Individual,Manual,Second Owner,9.31 kmpl,2678 CC,274.99 bhp,225Nm@ 2437rpm,5
Audi A4,2013,290100.0,123765,Diesel,Individual,Manual,Third Owner,13.32 kmpl,3000 CC,260.01 bhp,197Nm@ 3281rpm,5
Skoda Octavia,2011,113100.0,121190,CNG,Individual,Manual,Second Owner,18.98 kmpl,1109 CC,100.98 bhp,181Nm@ 2629rpm,7
Tata Nexon,2010,102800.0,89200,Diesel,Individual,Manual,First Owner,18.23 kmpl,1094 CC,78.07 bhp,177Nm@ 1716rpm,7
Tata Nexon,2007,63800.0,124130,CNG,Individual,Manual,First Owner,20.47 kmpl,894 CC,80.9 bhp,209Nm@ 3077rpm,5
Maruti Swift,2017,187100.0,76225,Petrol,Trustmark Dealer,Manual,First Owner,21.27 kmpl,1344 CC,60.13 bhp,128Nm@ 2398rpm,5
Mahindra XUV500,2018,221200.0,62884,Petrol,Individual,Automatic,Third Owner,18.67 kmpl,1389 CC,82.77 bhp,152Nm@ 2723rpm,7
Skoda Octavia,2008,90100.0,183591,Diesel,Dealer,Automatic,First Owner,22.64 kmpl,1414 CC,119.91 bhp,237Nm@ 3222rpm,7
Maruti Swift,2007,53800.0,109215,Petrol,Trustmark Dealer,Manual,First Owner,12.81 kmpl,962 CC,44.83 bhp,119Nm@ 3818rpm,5
Hyundai i20,2008,38000.0,158568,Petrol,Dealer,Manual,Fourth & Above Owner,16.81 kmpl,903 CC,64.34 bhp,161Nm@ 2605rpm,5
Mahindra XUV500,2011,110300.0,120532,Petrol,Individual,Automatic,First Owner,22.14 kmpl,1242 CC,84.91 bhp,60Nm@ 2256rpm,5
Mahindra XUV500,2007,75200.0,106512,Diesel,Individual,Automatic,Second Owner,20.21 kmpl,1032 CC,109.8 bhp,216Nm@ 3236rpm,7
Ford Ecosport,2014,99800.0,82986,Diesel,Individual,Manual,Third Owner,20.92 kmpl,893 CC,78.71 bhp,75Nm@ 3067rpm,5
Maruti Swift,2014,113200.0,104272,Petrol,Individual,Manual,Second Owner,18.64 kmpl,1127 CC,60.42 bhp,166Nm@ 3795rpm,7
Hyundai i20,2014,88800.0,48517,Petrol,Dealer,Manual,Third Owner,21.37 kmpl,972 CC,36.63 bhp,168Nm@ 3507rpm,7
Mahindra XUV500,2012,103100.0,78767,Diesel,Individual,Manual,Second Owner,16.63 kmpl,1068 CC,68.37 bhp,60Nm@ 3484rpm,5
Hyundai i20,2021,168100.0,119399,Petrol,Dealer,Manual,First Owner,16.33 kmpl,902 CC,43.02 bhp,139Nm@ 2577rpm,7
Skoda Octavia,2020,363800.0,72044,Petrol,Trustmark Dealer,Manual,First Owner,18.65 kmpl,1239 CC,128.94 bhp,93Nm@ 2604rpm,5
Ford Ecosport,2016,121800.0,122924,Petrol,Individual,Manual,First Owner,21.79 kmpl,839 CC,54.53 bhp,141Nm@ 2047rpm,4
Tata Nexon,2009,73100.0,142121,Diesel,Trustmark Dealer,Manual,Second Owner,17.71 kmpl,1332 CC,59.29 bhp,220Nm@ 3426rpm,5
BMW 3 Series,2005,114700.0,210149,Petrol,Dealer,Manual,Second Owner,16.05 kmpl,2385 CC,264.74 bhp,154Nm@ 3342rpm,5
Skoda Octavia,2020,316500.0,49518,Petrol,Individual,Manual,Second Owner,22.86 kmpl,1241 CC,117.25 bhp,128Nm@ 1600rpm,7
Ford Ecosport,2010,60400.0,131521,Diesel,Individual,Manual,Third Owner,15.14 kmpl,805 CC,72.73 bhp,103Nm@ 3915rpm,7
Skoda Octavia,2015,176900.0,92228,Diesel,Individual,Automatic,Second Owner,13.98 kmpl,1468 CC,81.07 bhp,150Nm@ 2058rpm,5
BMW 3 Series,2017,564300.0,87588,Diesel,Dealer,Automatic,First Owner,8.99 kmpl,2759 CC,258.47 bhp,60Nm@ 2286rpm,5
Maruti Swift,2016,165100.0,124250,Diesel,Individual,Manual,First Owner,21.75 kmpl,1178 CC,70.66 bhp,130Nm@ 2641rpm,7
Audi A4,2012,313900.0,90030,Petrol,Individual,Manual,First Owner,17.87 kmpl,2569 CC,246.04 bhp,60Nm@ 2959rpm,7
Toyota Innova,2015,192500.0,146950,Diesel,Trustmark Dealer,Manual,Second Owner,19.65 kmpl,1642 CC,135.72 bhp,112Nm@ 2980rpm,5
Tata Nexon,2019,242700.0,50577,Diesel,Dealer,Automatic,Third Owner,14.61 kmpl,1474 CC,80.34 bhp,60Nm@ 3032rpm,7
Mahindra XUV500,2017,162900.0,131280,Petrol,Individual,Manual,Third Owner,17.35 kmpl,1370 CC,87.79 bhp,182Nm@ 1642rpm,5
Honda City,2009,80100.0,139006,Petrol,Individual,Manual,First Owner,24.87 kmpl,1218 CC,53.28 bhp,106Nm@ 2537rpm,7
Audi A4,2016,445100.0,146000,Diesel,Dealer,Manual,First Owner,14.4 kmpl,2906 CC,275.18 bhp,90Nm@ 2604rpm,7
Audi A4,2006,179600.0,120845,Petrol,Individual,Manual,First Owner,10.97 kmpl,2562 CC,253.74 bhp,114Nm@ 2373rpm,7
Mahindra XUV500,2022,361800.0,91523,Diesel,Trustmark Dealer,Automatic,First Owner,13.89 kmpl,1436 CC,80.45 bhp,60Nm@ 2969rpm,4
Audi A4,2010,231600.0,181518,Petrol,Individual,Automatic,First Owner,15.08 kmpl,2426 CC,268.89 bhp,104Nm@ 2324rpm,5
Toyota Innova,2016,231800.0,74972,Petrol,Dealer,Manual,Second Owner,16.46 kmpl,1649 CC,113.95 bhp,118Nm@ 1934rpm,5
Hyundai i20,2022,270600.0,32765,Diesel,Individual,Manual,Second Owner,16.56 kmpl,977 CC,77.62 bhp,201Nm@ 2240rpm,7
Honda City,2020,224600.0,102093,Diesel,Individual,Automatic,Second Owner,18.69 kmpl,769 CC,85.92 bhp,161Nm@ 2773rpm,5
Hyundai i20,2015,136000.0,111886,Petrol,Dealer,Manual,First Owner,24.94 kmpl,838 CC,76.54 bhp,196Nm@ 2920rpm,4
Ford Ecosport,2015,136000.0,112760,Diesel,Individual,Manual,Third Owner,21.78 kmpl,1245 CC,98.34 bhp,184Nm@ 2399rpm,5
Audi A4,2009,237800.0,127557,Diesel,Individual,Manual,First Owner,14.38 kmpl,2672 CC,265.87 bhp,173Nm@ 2373rpm,8
BMW 3 Series,2016,345200.0,145890,Petrol,Individual,Manual,Third Owner,13.33 kmpl,2927 CC,254.19 bhp,160Nm@ 2565rpm,5
Mahindra XUV500,2008,85900.0,88253,Petrol,Trustmark Dealer,Automatic,First Owner,20.69 kmpl,1047 CC,77.36 bhp,105Nm@ 2513rpm,5
Toyota Innova,2022,426400.0,71360,Diesel,Individual,Manual,Second Owner,17.17 kmpl,1505 CC,127.09 bhp,72Nm@ 3497rpm,5
Toyota Innova,2013,185100.0,98672,Diesel,Trustmark Dealer,Manual,First Owner,16.66 kmpl,1705 CC,99.69 bhp,257Nm@ 2060rpm,5
Mahindra XUV500,2008,68300.0,106267,Petrol,Individual,Manual,Second Owner,23.97 kmpl,1177 CC,87.51 bhp,153Nm@ 2188rpm,8
Audi A4,2020,639200.0,146505,Diesel,Trustmark Dealer,Manual,First Owner,14.89 kmpl,2858 CC,276.2 bhp,187Nm@ 1706rpm,7
Tata Nexon,2020,269700.0,18831,Petrol,Dealer,Manual,First Owner,19.69 kmpl,1014 CC,70.61 bhp,60Nm@ 3975rpm,7
Ford Ecosport,2008,63800.0,171957,Diesel,Individual,Manual,First Owner,18.03 kmpl,766 CC,76.47 bhp,161Nm@ 2716rpm,5
Maruti Swift,2011,71100.0,164751,Diesel,Individual,Manual,First Owner,21.96 kmpl,1035 CC,58.01 bhp,180Nm@ 3369rpm,5
Skoda Octavia,2005,53000.0,192725,LPG,Individual,Manual,Third Owner,19.62 kmpl,1293 CC,127.68 bhp,153Nm@ 1524rpm,7
Ford Ecosport,2022,195900.0,87359,Petrol,Dealer,Manual,Second Owner,18.98 kmpl,883 CC,49.19 bhp,116Nm@ 3503rpm,7
Toyota Innova,2016,201900.0,91028,CNG,Trustmark Dealer,Manual,Second Owner,16.67 kmpl,1423 CC,125.52 bhp,129Nm@ 2542rpm,4
Maruti Swift,2009,62800.0,197591,Diesel,Individual,Automatic,Third Owner,26.84 kmpl,1402 CC,59.39 bhp,262Nm@ 3461rpm,5
BMW 3 Series,2023,1182100.0,17019,Petrol,Individual,Manual,First Owner,18.07 kmpl,2987 CC,254.79 bhp,171Nm@ 2888rpm,5
Toyota Innova,2005,83300.0,164621,Diesel,Individual,Manual,First Owner,16.08 kmpl,1657 CC,117.82 bhp,208Nm@ 3468rpm,5
Hyundai i20,2016,178400.0,127261,Petrol,Individual,Manual,First Owner,19.65 kmpl,1249 CC,71.53 bhp,216Nm@ 2921rpm,5
Toyota Innova,2011,120800.0,117906,Diesel,Individual,Manual,First Owner,19.77 kmpl,1387 CC,109.29 bhp,144Nm@ 3680rpm,5
Hyundai i20,2014,145100.0,61767,Petrol,Trustmark Dealer,Manual,Second Owner,13.56 kmpl,1073 CC,85.32 bhp,122Nm@ 1544rpm,5
Audi A4,2023,851700.0,89801,Diesel,Dealer,Manual,First Owner,12.71 kmpl,2941 CC,237.09 bhp,127Nm@ 3052rpm,5
Toyota Innova,2010,94300.0,151978,Diesel,Individual,Manual,Third Owner,21.09 kmpl,1369 CC,132.46 bhp,215Nm@ 3002rpm,5
Skoda Octavia,2016,223100.0,70017,Petrol,Individual,Manual,First Owner,18.22 kmpl,1436 CC,86.11 bhp,108Nm@ 2871rpm,8
Audi A4,2019,546200.0,127910,Petrol,Individual,Manual,Second Owner,21.5 kmpl,3000 CC,262.21 bhp,256Nm@ 2338rpm,5
